# Lorenz equation output (maxtime=30) 
# Time x1 x2 
 13.83 1.4872 1.9261 16.169
 13.84 1.5345 2.0419 15.878
 13.85 1.5887 2.1655 15.596
 13.86 1.6499 2.2976 15.323
 13.87 1.7183 2.4391 15.059
 13.88 1.7942 2.5908 14.805
 13.89 1.8778 2.7534 14.56
 13.90 1.9694 2.9281 14.326
 13.91 2.0696 3.1157 14.103
 13.92 2.1788 3.3172 13.891
 13.93 2.2975 3.5338 13.692
 13.94 2.4263 3.7665 13.506
 13.95 2.5658 4.0166 13.335
 13.96 2.7167 4.2852 13.179
 13.97 2.8797 4.5736 13.041
 13.98 3.0557 4.8829 12.922
 13.99 3.2455 5.2145 12.823
 14.00 3.4498 5.5694 12.748
 14.01 3.6697 5.9488 12.698
 14.02 3.9059 6.3536 12.678
 14.03 4.1595 6.7845 12.689
 14.04 4.4312 7.2421 12.736
 14.05 4.7219 7.7266 12.823
 14.06 5.0324 8.2374 12.954
 14.07 5.3631 8.7737 13.135
 14.08 5.7146 9.3338 13.372
 14.09 6.087 9.915 13.669
 14.10 6.4801 10.513 14.034
 14.11 6.8934 11.124 14.473
 14.12 7.3257 11.74 14.991
 14.13 7.7755 12.352 15.595
 14.14 8.2402 12.952 16.29
 14.15 8.7165 13.524 17.079
 14.16 9.2002 14.057 17.964
 14.17 9.6859 14.532 18.946
 14.18 10.167 14.933 20.02
 14.19 10.636 15.24 21.178
 14.20 11.085 15.435 22.41
 14.21 11.503 15.5 23.698
 14.22 11.881 15.42 25.02
 14.23 12.207 15.184 26.351
 14.24 12.473 14.785 27.663
 14.25 12.667 14.225 28.923
 14.26 12.782 13.511 30.099
 14.27 12.811 12.658 31.163
 14.28 12.75 11.687 32.088
 14.29 12.598 10.626 32.854
 14.30 12.357 9.5061 33.448
 14.31 12.03 8.3589 33.865
 14.32 11.625 7.2161 34.107
 14.33 11.152 6.1061 34.183
 14.34 10.62 5.0532 34.107
 14.35 10.042 4.0761 33.898
 14.36 9.4308 3.1879 33.577
 14.37 8.7977 2.3963 33.163
 14.38 8.1542 1.7038 32.678
 14.39 7.5108 1.1089 32.14
 14.40 6.8766 0.60709 31.564
 14.41 6.2592 0.19142 30.965
 14.42 5.6649 -0.14635 30.353
 14.43 5.0984 -0.41514 29.737
 14.44 4.5631 -0.62401 29.123
 14.45 4.0615 -0.78176 28.516
 14.46 3.5948 -0.89662 27.919
 14.47 3.1632 -0.9761 27.335
 14.48 2.7667 -1.0269 26.765
 14.49 2.4041 -1.055 26.208
 14.50 2.0743 -1.0655 25.666
 14.51 1.7756 -1.0627 25.137
 14.52 1.506 -1.0502 24.622
 14.53 1.2636 -1.0312 24.12
 14.54 1.0464 -1.0081 23.631
 14.55 0.85205 -0.983 23.154
 14.56 0.67866 -0.95748 22.688
 14.57 0.52416 -0.93285 22.233
 14.58 0.38663 -0.91011 21.789
 14.59 0.26422 -0.89004 21.354
 14.60 0.15522 -0.87321 20.93
 14.61 0.05802 -0.86006 20.514
 14.62 -0.028871 -0.85089 20.108
 14.63 -0.10682 -0.84593 19.71
 14.64 -0.17709 -0.84532 19.321
 14.65 -0.24083 -0.84916 18.941
 14.66 -0.29909 -0.85754 18.568
 14.67 -0.35283 -0.87051 18.203
 14.68 -0.40291 -0.88811 17.846
 14.69 -0.45012 -0.91041 17.496
 14.70 -0.49519 -0.93748 17.154
 14.71 -0.53879 -0.9694 16.819
 14.72 -0.58151 -1.0063 16.492
 14.73 -0.62392 -1.0483 16.171
 14.74 -0.66655 -1.0956 15.858
 14.75 -0.70988 -1.1483 15.552
 14.76 -0.75439 -1.2068 15.252
 14.77 -0.80052 -1.2714 14.96
 14.78 -0.8487 -1.3423 14.674
 14.79 -0.89937 -1.4199 14.396
 14.80 -0.95296 -1.5048 14.124
 14.81 -1.0099 -1.5973 13.859
 14.82 -1.0706 -1.698 13.602
 14.83 -1.1355 -1.8076 13.352
 14.84 -1.2052 -1.9267 13.109
 14.85 -1.28 -2.0559 12.874
 14.86 -1.3605 -2.1962 12.647
 14.87 -1.4473 -2.3485 12.428
 14.88 -1.541 -2.5135 12.218
 14.89 -1.642 -2.6925 12.017
 14.90 -1.7513 -2.8864 11.826
 14.91 -1.8693 -3.0966 11.645
 14.92 -1.997 -3.3242 11.476
 14.93 -2.1351 -3.5707 11.319
 14.94 -2.2844 -3.8375 11.176
 14.95 -2.446 -4.1261 11.048
 14.96 -2.6208 -4.4381 10.937
 14.97 -2.8098 -4.775 10.844
 14.98 -3.0142 -5.1386 10.772
 14.99 -3.2351 -5.5305 10.724
 15.00 -3.4737 -5.9522 10.702
 15.01 -3.7312 -6.4053 10.71
 15.02 -4.0089 -6.8909 10.753
 15.03 -4.308 -7.41 10.834
 15.04 -4.6297 -7.9633 10.96
 15.05 -4.9751 -8.5507 11.135
 15.06 -5.3451 -9.1714 11.368
 15.07 -5.7405 -9.8238 11.664
 15.08 -6.1619 -10.505 12.032
 15.09 -6.6091 -11.21 12.48
 15.10 -7.0818 -11.933 13.017
 15.11 -7.5789 -12.665 13.652
 15.12 -8.0983 -13.396 14.394
 15.13 -8.6372 -14.11 15.248
 15.14 -9.1913 -14.792 16.223
 15.15 -9.7552 -15.421 17.319
 15.16 -10.322 -15.974 18.538
 15.17 -10.882 -16.427 19.873
 15.18 -11.427 -16.753 21.313
 15.19 -11.943 -16.926 22.842
 15.20 -12.419 -16.922 24.433
 15.21 -12.839 -16.723 26.056
 15.22 -13.191 -16.314 27.671
 15.23 -13.46 -15.692 29.238
 15.24 -13.634 -14.863 30.711
 15.25 -13.703 -13.845 32.049
 15.26 -13.66 -12.665 33.212
 15.27 -13.503 -11.361 34.172
 15.28 -13.233 -9.976 34.909
 15.29 -12.854 -8.5546 35.415
 15.30 -12.377 -7.1415 35.695
 15.31 -11.812 -5.7767 35.762
 15.32 -11.175 -4.4934 35.638
 15.33 -10.481 -3.3162 35.35
 15.34 -9.7472 -2.2614 34.929
 15.35 -8.9891 -1.3368 34.403
 15.36 -8.2214 -0.54339 33.802
 15.37 -7.4575 0.12362 33.148
 15.38 -6.7086 0.67287 32.464
 15.39 -5.984 1.1156 31.764
 15.40 -5.2908 1.4644 31.063
 15.41 -4.6344 1.7322 30.369
 15.42 -4.0184 1.9315 29.69
 15.43 -3.4449 2.0742 29.028
 15.44 -2.9147 2.1709 28.386
 15.45 -2.4276 2.2311 27.766
 15.46 -1.9825 2.2631 27.167
 15.47 -1.5778 2.2739 26.589
 15.48 -1.2114 2.2696 26.031
 15.49 -0.88075 2.255 25.493
 15.50 -0.5833 2.2344 24.972
 15.51 -0.31628 2.211 24.467
 15.52 -0.076918 2.1876 23.978
 15.53 0.13753 2.1663 23.504
 15.54 0.32972 2.1489 23.044
 15.55 0.5022 2.1367 22.597
 15.56 0.65739 2.1306 22.161
 15.57 0.79758 2.1316 21.738
 15.58 0.92488 2.1402 21.326
 15.59 1.0413 2.1569 20.924
 15.60 1.1486 2.182 20.534
 15.61 1.2485 2.2159 20.153
 15.62 1.3426 2.2588 19.783
 15.63 1.4322 2.3109 19.422
 15.64 1.5187 2.3724 19.072
 15.65 1.6033 2.4436 18.732
 15.66 1.6871 2.5247 18.401
 15.67 1.7712 2.6159 18.081
 15.68 1.8564 2.7176 17.771
 15.69 1.9437 2.8301 17.471
 15.70 2.0339 2.9538 17.182
 15.71 2.1279 3.0892 16.904
 15.72 2.2264 3.2367 16.637
 15.73 2.3302 3.397 16.383
 15.74 2.44 3.5706 16.141
 15.75 2.5566 3.7582 15.912
 15.76 2.6806 3.9604 15.697
 15.77 2.8128 4.178 15.496
 15.78 2.9539 4.4117 15.312
 15.79 3.1046 4.6623 15.145
 15.80 3.2657 4.9306 14.996
 15.81 3.4378 5.2174 14.868
 15.82 3.6218 5.5232 14.761
 15.83 3.8184 5.8488 14.678
 15.84 4.0281 6.1946 14.621
 15.85 4.2519 6.5611 14.593
 15.86 4.4902 6.9484 14.596
 15.87 4.7437 7.3563 14.634
 15.88 5.0129 7.7844 14.71
 15.89 5.2981 8.2319 14.828
 15.90 5.5997 8.6971 14.991
 15.91 5.9176 9.1781 15.203
 15.92 6.2517 9.6719 15.47
 15.93 6.6014 10.175 15.795
 15.94 6.966 10.682 16.183
 15.95 7.3441 11.187 16.638
 15.96 7.7339 11.684 17.162
 15.97 8.1332 12.163 17.759
 15.98 8.5388 12.615 18.43
 15.99 8.947 13.029 19.176
 16.00 9.3535 13.392 19.994
 16.01 9.7529 13.693 20.88
 16.02 10.139 13.918 21.827
 16.03 10.506 14.054 22.825
 16.04 10.847 14.09 23.862
 16.05 11.153 14.016 24.921
 16.06 11.417 13.826 25.985
 16.07 11.632 13.514 27.032
 16.08 11.791 13.084 28.04
 16.09 11.889 12.538 28.988
 16.10 11.92 11.889 29.855
 16.11 11.882 11.148 30.623
 16.12 11.773 10.336 31.275
 16.13 11.595 9.4713 31.803
 16.14 11.35 8.5763 32.198
 16.15 11.042 7.6729 32.462
 16.16 10.678 6.7815 32.596
 16.17 10.265 5.9206 32.609
 16.18 9.812 5.1054 32.511
 16.19 9.327 4.3478 32.315
 16.20 8.8191 3.656 32.035
 16.21 8.2972 3.035 31.683
 16.22 7.7693 2.4864 31.275
 16.23 7.243 2.0095 30.823
 16.24 6.7247 1.6015 30.337
 16.25 6.22 1.2581 29.828
 16.26 5.7336 0.97392 29.303
 16.27 5.2691 0.74319 28.769
 16.28 4.8292 0.55984 28.232
 16.29 4.4158 0.41789 27.695
 16.30 4.0299 0.31162 27.162
 16.31 3.6722 0.23572 26.634
 16.32 3.3425 0.18534 26.114
 16.33 3.0405 0.15617 25.602
 16.34 2.7653 0.1444 25.1
 16.35 2.5159 0.14675 24.607
 16.36 2.2911 0.16041 24.123
 16.37 2.0893 0.18302 23.649
 16.38 1.9093 0.21262 23.185
 16.39 1.7495 0.24761 22.73
 16.40 1.6084 0.28673 22.284
 16.41 1.4847 0.32896 21.847
 16.42 1.3768 0.37354 21.42
 16.43 1.2836 0.41992 21.001
 16.44 1.2037 0.4677 20.59
 16.45 1.136 0.51666 20.188
 16.46 1.0795 0.56667 19.795
 16.47 1.0332 0.61772 19.409
 16.48 0.99614 0.66988 19.031
 16.49 0.96766 0.7233 18.661
 16.50 0.94705 0.77818 18.299
 16.51 0.9337 0.83476 17.944
 16.52 0.92711 0.89336 17.596
 16.53 0.92682 0.95429 17.256
 16.54 0.93249 1.0179 16.924
 16.55 0.94383 1.0847 16.598
 16.56 0.9606 1.155 16.28
 16.57 0.98266 1.2293 15.969
 16.58 1.0099 1.308 15.666
 16.59 1.0423 1.3918 15.369
 16.60 1.0798 1.4812 15.08
 16.61 1.1226 1.5766 14.798
 16.62 1.1707 1.6789 14.523
 16.63 1.2243 1.7886 14.256
 16.64 1.2836 1.9064 13.997
 16.65 1.349 2.0332 13.746
 16.66 1.4206 2.1697 13.502
 16.67 1.4989 2.3168 13.267
 16.68 1.5843 2.4754 13.041
 16.69 1.6773 2.6465 12.824
 16.70 1.7783 2.8313 12.617
 16.71 1.8881 3.0307 12.42
 16.72 2.0071 3.2461 12.235
 16.73 2.1361 3.4787 12.062
 16.74 2.2759 3.7297 11.902
 16.75 2.4272 4.0007 11.756
 16.76 2.5909 4.2931 11.626
 16.77 2.7679 4.6084 11.514
 16.78 2.9593 4.948 11.421
 16.79 3.166 5.3136 11.351
 16.80 3.3892 5.7065 11.305
 16.81 3.6299 6.1282 11.286
 16.82 3.8892 6.5799 11.299
 16.83 4.1684 7.0626 11.348
 16.84 4.4684 7.577 11.436
 16.85 4.7904 8.1233 11.569
 16.86 5.1353 8.7011 11.753
 16.87 5.5038 9.3092 11.995
 16.88 5.8965 9.9455 12.301
 16.89 6.3136 10.607 12.678
 16.90 6.7549 11.287 13.136
 16.91 7.2197 11.981 13.681
 16.92 7.7066 12.679 14.321
 16.93 8.2133 13.369 15.064
 16.94 8.7365 14.038 15.916
 16.95 9.272 14.67 16.882
 16.96 9.814 15.244 17.961
 16.97 10.355 15.739 19.154
 16.98 10.888 16.132 20.452
 16.99 11.401 16.399 21.843
 17.00 11.883 16.516 23.31
 17.01 12.323 16.464 24.827
 17.02 12.707 16.225 26.363
 17.03 13.022 15.791 27.883
 17.04 13.257 15.16 29.347
 17.05 13.4 14.339 30.715
 17.06 13.442 13.349 31.949
 17.07 13.38 12.215 33.016
 17.08 13.209 10.972 33.89
 17.09 12.933 9.6603 34.556
 17.10 12.557 8.3208 35.007
 17.11 12.09 6.9935 35.248
 17.12 11.542 5.714 35.294
 17.13 10.929 4.5116 35.163
 17.14 10.264 3.4083 34.882
 17.15 9.5626 2.4184 34.477
 17.16 8.8397 1.5488 33.974
 17.17 8.1087 0.80019 33.399
 17.18 7.3818 0.1685 32.775
 17.19 6.6692 -0.35406 32.119
 17.20 5.9796 -0.77761 31.447
 17.21 5.3197 -1.1134 30.771
 17.22 4.6944 -1.3733 30.1
 17.23 4.1071 -1.5686 29.44
 17.24 3.5597 -1.7101 28.795
 17.25 3.0532 -1.8077 28.167
 17.26 2.5874 -1.8701 27.558
 17.27 2.1613 -1.905 26.968
 17.28 1.7735 -1.9191 26.397
 17.29 1.4221 -1.9179 25.844
 17.30 1.1047 -1.9062 25.308
 17.31 0.81906 -1.8878 24.789
 17.32 0.56252 -1.8659 24.286
 17.33 0.33252 -1.8432 23.796
 17.34 0.12654 -1.8217 23.321
 17.35 -0.057927 -1.803 22.859
 17.36 -0.22325 -1.7885 22.409
 17.37 -0.3717 -1.7791 21.97
 17.38 -0.50541 -1.7756 21.543
 17.39 -0.62639 -1.7787 21.126
 17.40 -0.73647 -1.7887 20.72
 17.41 -0.83738 -1.806 20.324
 17.42 -0.93071 -1.831 19.937
 17.43 -1.0179 -1.8637 19.56
 17.44 -1.1003 -1.9045 19.193
 17.45 -1.1791 -1.9535 18.834
 17.46 -1.2555 -2.0109 18.485
 17.47 -1.3305 -2.077 18.146
 17.48 -1.4051 -2.1519 17.815
 17.49 -1.4802 -2.2359 17.493
 17.50 -1.5566 -2.3295 17.181
 17.51 -1.635 -2.4329 16.879
 17.52 -1.7164 -2.5465 16.586
 17.53 -1.8013 -2.6709 16.303
 17.54 -1.8905 -2.8066 16.03
 17.55 -1.9847 -2.9542 15.768
 17.56 -2.0846 -3.1142 15.517
 17.57 -2.1909 -3.2875 15.277
 17.58 -2.3042 -3.4748 15.05
 17.59 -2.4253 -3.6768 14.836
 17.60 -2.5548 -3.8946 14.635
 17.61 -2.6935 -4.1289 14.45
 17.62 -2.8421 -4.3806 14.28
 17.63 -3.0014 -4.6509 14.128
 17.64 -3.1723 -4.9406 13.995
 17.65 -3.3554 -5.2506 13.882
 17.66 -3.5516 -5.5819 13.792
 17.67 -3.7617 -5.9353 13.728
 17.68 -3.9866 -6.3115 13.691
 17.69 -4.227 -6.7109 13.684
 17.70 -4.4836 -7.1339 13.712
 17.71 -4.7572 -7.5804 13.777
 17.72 -5.0484 -8.0499 13.883
 17.73 -5.3577 -8.5414 14.036
 17.74 -5.6852 -9.0532 14.239
 17.75 -6.0312 -9.5829 14.497
 17.76 -6.3955 -10.127 14.817
 17.77 -6.7773 -10.681 15.202
 17.78 -7.1758 -11.239 15.658
 17.79 -7.5894 -11.794 16.19
 17.80 -8.016 -12.338 16.802
 17.81 -8.4527 -12.858 17.497
 17.82 -8.8958 -13.345 18.276
 17.83 -9.3408 -13.783 19.139
 17.84 -9.7822 -14.159 20.084
 17.85 -10.214 -14.456 21.104
 17.86 -10.628 -14.66 22.189
 17.87 -11.017 -14.756 23.327
 17.88 -11.373 -14.73 24.501
 17.89 -11.686 -14.572 25.69
 17.90 -11.947 -14.276 26.871
 17.91 -12.149 -13.84 28.018
 17.92 -12.283 -13.268 29.104
 17.93 -12.344 -12.57 30.105
 17.94 -12.327 -11.762 30.996
 17.95 -12.231 -10.864 31.759
 17.96 -12.054 -9.9001 32.38
 17.97 -11.801 -8.8959 32.849
 17.98 -11.475 -7.8783 33.166
 17.99 -11.084 -6.8723 33.333
 18.00 -10.636 -5.9005 33.36
 18.01 -10.14 -4.9816 33.258
 18.02 -9.6078 -4.13 33.045
 18.03 -9.0484 -3.3557 32.736
 18.04 -8.4725 -2.6641 32.348
 18.05 -7.8898 -2.0572 31.899
 18.06 -7.3088 -1.5335 31.402
 18.07 -6.7371 -1.0891 30.871
 18.08 -6.1811 -0.71857 30.317
 18.09 -5.6461 -0.41509 29.75
 18.10 -5.1361 -0.17145 29.176
 18.11 -4.654 0.019769 28.602
 18.12 -4.2018 0.16578 28.031
 18.13 -3.7807 0.27339 27.468
 18.14 -3.391 0.34889 26.913
 18.15 -3.0326 0.3979 26.368
 18.16 -2.7046 0.42544 25.834
 18.17 -2.4061 0.43585 25.312
 18.18 -2.1357 0.43286 24.801
 18.19 -1.8919 0.41964 24.301
 18.20 -1.6729 0.39882 23.813
 18.21 -1.4769 0.37259 23.335
 18.22 -1.3024 0.34271 22.868
 18.23 -1.1474 0.31062 22.411
 18.24 -1.0102 0.27742 21.964
 18.25 -0.88929 0.24399 21.527
 18.26 -0.78305 0.21096 21.099
 18.27 -0.69002 0.1788 20.68
 18.28 -0.60885 0.14784 20.269
 18.29 -0.53828 0.11828 19.867
 18.30 -0.47717 0.090238 19.473
 18.31 -0.42447 0.063734 19.087
 18.32 -0.37923 0.03875 18.709
 18.33 -0.34061 0.015215 18.338
 18.34 -0.30783 -0.0069729 17.975
 18.35 -0.28022 -0.027939 17.619
 18.36 -0.25718 -0.047828 17.271
 18.37 -0.23819 -0.066793 16.929
 18.38 -0.22276 -0.084996 16.594
 18.39 -0.21051 -0.1026 16.265
 18.40 -0.20107 -0.11977 15.943
 18.41 -0.19415 -0.13668 15.628
 18.42 -0.1895 -0.15349 15.319
 18.43 -0.18689 -0.17036 15.016
 18.44 -0.18614 -0.18745 14.719
 18.45 -0.1871 -0.20494 14.428
 18.46 -0.18967 -0.22297 14.142
 18.47 -0.19374 -0.24172 13.863
 18.48 -0.19925 -0.26135 13.589
 18.49 -0.20615 -0.28202 13.32
 18.50 -0.21442 -0.30392 13.057
 18.51 -0.22405 -0.32722 12.799
 18.52 -0.23506 -0.35211 12.547
 18.53 -0.24747 -0.37879 12.299
 18.54 -0.26134 -0.40747 12.056
 18.55 -0.27672 -0.43837 11.819
 18.56 -0.2937 -0.47173 11.586
 18.57 -0.31236 -0.50782 11.358
 18.58 -0.33283 -0.5469 11.135
 18.59 -0.35522 -0.58928 10.916
 18.60 -0.37969 -0.63528 10.702
 18.61 -0.4064 -0.68527 10.493
 18.62 -0.43553 -0.73962 10.288
 18.63 -0.46729 -0.79877 10.088
 18.64 -0.50191 -0.86317 9.8923
 18.65 -0.53963 -0.93334 9.701
 18.66 -0.58074 -1.0098 9.5143
 18.67 -0.62555 -1.0932 9.3322
 18.68 -0.6744 -1.1842 9.1547
 18.69 -0.72764 -1.2835 8.982
 18.70 -0.78571 -1.3919 8.8142
 18.71 -0.84904 -1.5103 8.6514
 18.72 -0.91814 -1.6397 8.4938
 18.73 -0.99354 -1.781 8.3418
 18.74 -1.0758 -1.9354 8.1957
 18.75 -1.1657 -2.1043 8.0558
 18.76 -1.2638 -2.2889 7.9227
 18.77 -1.371 -2.4907 7.797
 18.78 -1.488 -2.7113 7.6794
 18.79 -1.616 -2.9525 7.5708
 18.80 -1.7557 -3.2162 7.4724
 18.81 -1.9084 -3.5044 7.3853
 18.82 -2.0753 -3.8192 7.3113
 18.83 -2.2577 -4.163 7.2521
 18.84 -2.4569 -4.5381 7.21
 18.85 -2.6744 -4.9472 7.1876
 18.86 -2.912 -5.3928 7.1882
 18.87 -3.1712 -5.8776 7.2155
 18.88 -3.4539 -6.4041 7.274
 18.89 -3.7619 -6.9747 7.3688
 18.90 -4.0971 -7.5918 7.5062
 18.91 -4.4614 -8.2569 7.6932
 18.92 -4.8568 -8.9711 7.9382
 18.93 -5.2848 -9.7346 8.2505
 18.94 -5.7472 -10.546 8.6409
 18.95 -6.245 -11.403 9.1212
 18.96 -6.7789 -12.299 9.7047
 18.97 -7.3489 -13.227 10.405
 18.98 -7.954 -14.175 11.237
 18.99 -8.5921 -15.127 12.215
 19.00 -9.2594 -16.062 13.352
 19.01 -9.9503 -16.953 14.659
 19.02 -10.657 -17.769 16.141
 19.03 -11.369 -18.473 17.799
 19.04 -12.073 -19.023 19.625
 19.05 -12.753 -19.376 21.599
 19.06 -13.391 -19.489 23.69
 19.07 -13.965 -19.325 25.854
 19.08 -14.455 -18.857 28.033
 19.09 -14.839 -18.07 30.16
 19.10 -15.095 -16.969 32.165
 19.11 -15.209 -15.579 33.974
 19.12 -15.166 -13.946 35.525
 19.13 -14.964 -12.13 36.77
 19.14 -14.602 -10.206 37.679
 19.15 -14.089 -8.2491 38.244
 19.16 -13.44 -6.3321 38.481
 19.17 -12.674 -4.5174 38.42
 19.18 -11.816 -2.8532 38.106
 19.19 -10.89 -1.3711 37.588
 19.20 -9.9205 -0.087071 36.917
 19.21 -8.9308 0.9964 36.143
 19.22 -7.9415 1.8875 35.306
 19.23 -6.9703 2.6017 34.441
 19.24 -6.0313 3.1586 33.574
 19.25 -5.1354 3.58 32.722
 19.26 -4.2903 3.8872 31.9
 19.27 -3.5011 4.1008 31.115
 19.28 -2.7705 4.2392 30.369
 19.29 -2.0992 4.3185 29.665
 19.30 -1.4865 4.3529 29.001
 19.31 -0.93051 4.354 28.375
 19.32 -0.42855 4.3316 27.784
 19.33 0.022691 4.2936 27.225
 19.34 0.4269 4.2466 26.696
 19.35 0.78794 4.1957 26.193
 19.36 1.1098 4.1451 25.713
 19.37 1.3963 4.098 25.255
 19.38 1.6514 4.0568 24.817
 19.39 1.8786 4.0234 24.396
 19.40 2.0814 3.9994 23.992
 19.41 2.2632 3.9857 23.603
 19.42 2.4269 3.9831 23.228
 19.43 2.5754 3.9922 22.867
 19.44 2.7111 4.0133 22.519
 19.45 2.8365 4.0465 22.183
 19.46 2.9538 4.0921 21.861
 19.47 3.0648 4.1502 21.551
 19.48 3.1714 4.2206 21.253
 19.49 3.2752 4.3034 20.968
 19.50 3.3775 4.3986 20.696
 19.51 3.4798 4.5061 20.438
 19.52 3.5832 4.626 20.193
 19.53 3.6887 4.7581 19.962
 19.54 3.7973 4.9025 19.745
 19.55 3.91 5.0591 19.544
 19.56 4.0274 5.2279 19.36
 19.57 4.1503 5.4088 19.191
 19.58 4.2793 5.6018 19.041
 19.59 4.415 5.8068 18.91
 19.60 4.5578 6.0234 18.798
 19.61 4.7082 6.2515 18.707
 19.62 4.8666 6.4908 18.639
 19.63 5.0332 6.7407 18.594
 19.64 5.2081 7.0006 18.574
 19.65 5.3917 7.2697 18.581
 19.66 5.5838 7.5471 18.615
 19.67 5.7843 7.8314 18.679
 19.68 5.9931 8.1211 18.774
 19.69 6.2098 8.4145 18.902
 19.70 6.4338 8.7094 19.064
 19.71 6.6646 9.0032 19.261
 19.72 6.9012 9.2933 19.494
 19.73 7.1426 9.5762 19.764
 19.74 7.3875 9.8485 20.071
 19.75 7.6343 10.106 20.416
 19.76 7.8812 10.345 20.797
 19.77 8.1263 10.56 21.214
 19.78 8.3672 10.747 21.664
 19.79 8.6014 10.902 22.145
 19.80 8.8263 11.019 22.653
 19.81 9.039 11.094 23.182
 19.82 9.2364 11.124 23.729
 19.83 9.4156 11.106 24.286
 19.84 9.5735 11.036 24.846
 19.85 9.7072 10.914 25.403
 19.86 9.814 10.74 25.947
 19.87 9.8916 10.514 26.47
 19.88 9.938 10.24 26.965
 19.89 9.9516 9.9203 27.424
 19.90 9.9315 9.5608 27.84
 19.91 9.8774 9.1671 28.208
 19.92 9.7896 8.7461 28.522
 19.93 9.6691 8.3051 28.779
 19.94 9.5175 7.8518 28.976
 19.95 9.3368 7.3937 29.114
 19.96 9.1298 6.938 29.193
 19.97 8.8995 6.4915 29.214
 19.98 8.6494 6.06 29.181
 19.99 8.3829 5.6486 29.096
 20.00 8.1037 5.2614 28.965
 20.01 7.8156 4.9016 28.792
 20.02 7.5221 4.5712 28.581
 20.03 7.2265 4.2716 28.338
 20.04 6.9321 4.0034 28.067
 20.05 6.6417 3.7662 27.772
 20.06 6.3578 3.5595 27.458
 20.07 6.0827 3.3821 27.127
 20.08 5.8183 3.2326 26.785
 20.09 5.566 3.1092 26.433
 20.10 5.3273 3.0102 26.075
 20.11 5.1029 2.9339 25.712
 20.12 4.8937 2.8783 25.346
 20.13 4.7 2.8419 24.98
 20.14 4.5221 2.8229 24.615
 20.15 4.3601 2.8198 24.251
 20.16 4.214 2.8314 23.891
 20.17 4.0835 2.8563 23.534
 20.18 3.9684 2.8936 23.183
 20.19 3.8684 2.9424 22.837
 20.20 3.7831 3.0019 22.497
 20.21 3.7121 3.0715 22.164
 20.22 3.6549 3.1508 21.839
 20.23 3.6111 3.2395 21.521
 20.24 3.5804 3.3372 21.212
 20.25 3.5624 3.444 20.912
 20.26 3.5566 3.5596 20.621
 20.27 3.5629 3.6843 20.341
 20.28 3.5808 3.818 20.07
 20.29 3.6102 3.961 19.811
 20.30 3.6509 4.1135 19.564
 20.31 3.7027 4.2758 19.329
 20.32 3.7655 4.448 19.108
 20.33 3.8392 4.6306 18.9
 20.34 3.9238 4.8239 18.708
 20.35 4.0192 5.028 18.531
 20.36 4.1255 5.2434 18.371
 20.37 4.2428 5.4702 18.229
 20.38 4.371 5.7086 18.106
 20.39 4.5103 5.9587 18.004
 20.40 4.6607 6.2205 17.924
 20.41 4.8223 6.4938 17.868
 20.42 4.995 6.7783 17.836
 20.43 5.1789 7.0737 17.832
 20.44 5.3739 7.379 17.856
 20.45 5.5799 7.6935 17.912
 20.46 5.7966 8.0158 17.999
 20.47 6.0236 8.3442 18.121
 20.48 6.2605 8.6768 18.28
 20.49 6.5066 9.0112 18.477
 20.50 6.7611 9.3444 18.714
 20.51 7.0229 9.673 18.993
 20.52 7.2906 9.9933 19.314
 20.53 7.5628 10.301 19.677
 20.54 7.8376 10.591 20.084
 20.55 8.1127 10.858 20.534
 20.56 8.3857 11.096 21.024
 20.57 8.6538 11.301 21.553
 20.58 8.914 11.465 22.116
 20.59 9.1629 11.584 22.71
 20.60 9.3969 11.651 23.329
 20.61 9.6125 11.663 23.964
 20.62 9.8058 11.616 24.61
 20.63 9.9733 11.507 25.255
 20.64 10.111 11.335 25.891
 20.65 10.217 11.1 26.508
 20.66 10.287 10.806 27.096
 20.67 10.32 10.455 27.644
 20.68 10.314 10.053 28.145
 20.69 10.268 9.6074 28.59
 20.70 10.182 9.1264 28.973
 20.71 10.057 8.619 29.288
 20.72 9.895 8.0947 29.534
 20.73 9.6979 7.563 29.709
 20.74 9.4691 7.0331 29.813
 20.75 9.212 6.5135 29.849
 20.76 8.9308 6.0118 29.821
 20.77 8.6297 5.5342 29.732
 20.78 8.3132 5.0859 29.588
 20.79 7.9857 4.6707 29.396
 20.80 7.6516 4.291 29.16
 20.81 7.3149 3.9484 28.888
 20.82 6.9795 3.6432 28.584
 20.83 6.6487 3.3749 28.255
 20.84 6.3257 3.1424 27.905
 20.85 6.0129 2.944 27.538
 20.86 5.7126 2.7776 27.158
 20.87 5.4264 2.6411 26.77
 20.88 5.1559 2.5319 26.375
 20.89 4.9019 2.4479 25.977
 20.90 4.6652 2.3865 25.577
 20.91 4.4463 2.3456 25.177
 20.92 4.2451 2.3232 24.779
 20.93 4.0618 2.3174 24.383
 20.94 3.8961 2.3264 23.992
 20.95 3.7478 2.3489 23.605
 20.96 3.6162 2.3836 23.224
 20.97 3.5011 2.4294 22.849
 20.98 3.4017 2.4854 22.48
 20.99 3.3176 2.5509 22.119
 21.00 3.2482 2.6254 21.765
 21.01 3.1929 2.7085 21.419
 21.02 3.1511 2.7998 21.081
 21.03 3.1224 2.8994 20.752
 21.04 3.1064 3.0071 20.432
